,bins,all_data,sub_selection
0,11.530545234680176,1.3486464162427475e-06,0.0
1,13.020037651062012,1.1087342516885103e-05,0.0
2,14.509531021118164,2.5002665557921684e-05,1.2998872150294741e-06
3,15.9990234375,4.668740974525641e-05,1.4298759365324213e-05
4,17.488515853881836,7.861675829378972e-05,5.459526303123791e-05
5,18.978008270263672,8.11152558087852e-05,0.00013388821169936328
6,20.46750259399414,8.554950927601988e-05,0.0002950743978116906
7,21.956995010375977,0.0001766221609696734,0.0003197722548972506
8,23.446487426757812,0.0004360210412778598,0.0004562604124753454
9,24.93597984313965,0.0011043915496214405,0.0006798410134604149
10,26.425472259521484,0.0025132708536312245,0.0011633975676789334
11,27.914966583251953,0.004848094577472008,0.0018341432090929616
12,29.404457092285156,0.007928603103222433,0.0029611392839917435
13,30.893951416015625,0.011845655310787743,0.005454319769810955
14,32.383445739746094,0.016957172181950357,0.009036827490867662
15,33.8729362487793,0.02209685317667035,0.014584715876377243
16,35.362430572509766,0.026465703798957855,0.02127008173663227
17,36.85192108154297,0.0299464813289916,0.026414974271288943
18,38.34141540527344,0.03325689404823682,0.033041790807632185
19,39.830909729003906,0.03532373247543687,0.04124807392695809
20,41.32040023803711,0.03662878814429636,0.042607648573609026
21,42.80989456176758,0.03763269514613617,0.04187462036691755
22,44.29938507080078,0.037585848619681735,0.040318550119215056
23,45.78887939453125,0.036836635153012255,0.03763308295283511
24,47.27836990356445,0.0358258201674926,0.03503191558541593
25,48.76786422729492,0.034947687122893194,0.03262071143315937
26,50.257354736328125,0.03404122188423819,0.02947750462821807
27,51.746849060058594,0.03324641421678314,0.029341016645417748
28,53.23634338378906,0.0326320490884011,0.03301457776367331
29,54.725833892822266,0.030840521981983258,0.034829133439541166
30,56.215328216552734,0.02859305576366975,0.03573914485528128
31,57.70481872558594,0.026973476311543378,0.03636949781685908
32,59.194313049316406,0.02469009003819268,0.03130124405554047
33,60.683807373046875,0.020936787451452908,0.02378146705198847
34,62.17329788208008,0.014916580935870496,0.015336049724554253
35,63.66279220581055,0.0075697815402765425,0.008055411386781773
36,65.15228271484375,0.002765894709477494,0.0031093262367463785
37,66.64177703857422,0.000914724998771388,0.001145199169972224
38,68.13127136230469,0.0003402671333485697,0.0005043555935859511
39,69.62076568603516,0.00013526735482981438,0.0002066818025262016
40,71.11026000976562,5.385081016660725e-05,6.889428706140256e-05
41,72.59974670410156,2.103699442244776e-05,2.2098054358147338e-05
42,74.08924102783203,7.905030679362731e-06,1.2998855504792553e-05
43,75.5787353515625,2.8216124894472814e-06,0.0
44,77.06822967529297,9.681962135582797e-07,3.899656651437766e-06
45,78.55772399902344,3.0650374228954717e-07,0.0
46,80.0472183227539,8.833900804312349e-08,0.0
47,81.53670501708984,2.1731849131026822e-08,0.0
48,83.02619934082031,4.797940717239688e-09,0.0
49,84.51569366455078,7.055795172411307e-10,0.0
50,86.00518798828125,0.0,0.0
